name,position,pro_team,PTS,BLK,STL,AST,OREB,DREB,REB,PF,TO,FGM,FGA,FTM,FTA,3PTM,3PTA,FG%,FT%,3PT%,MPG,MIN,GP
Zion Williamson,PF,NOP,23.57894736842105,0.47368421052631576,0.8421052631578947,2.1578947368421053,2.8947368421052633,3.8947368421052633,6.7894736842105265,1.6842105263157894,2.6842105263157894,9.052631578947368,15.368421052631579,5.157894736842105,8.0,0.3157894736842105,0.6842105263157895,0.5890411,0.64473684,0.46153846,29.68421053,29.68421052631579,1.0
Bam Adebayo,C,MIA,16.125,1.328125,1.21875,5.046875,2.53125,8.03125,10.5625,2.515625,2.84375,6.21875,11.0,3.671875,5.3125,0.015625,0.203125,0.56534091,0.69117647,0.07692308,34.375,34.375,1.0
Paul George,SF,LAC,21.097560975609756,0.4878048780487805,1.3414634146341464,3.8292682926829267,0.5365853658536586,5.317073170731708,5.853658536585366,2.4390243902439024,2.7560975609756095,6.975609756097561,16.121951219512194,3.975609756097561,4.512195121951219,3.1707317073170733,7.951219512195122,0.43267776,0.88108108,0.39877301,29.2195122,29.21951219512195,1.0
Ja Morant,PG,MEM,17.586206896551722,0.25862068965517243,0.9137931034482759,6.9655172413793105,0.7413793103448276,2.7758620689655173,3.5172413793103448,1.4827586206896552,3.206896551724138,6.655172413793103,13.517241379310345,3.413793103448276,4.431034482758621,0.8620689655172413,2.310344827586207,0.49234694,0.77042802,0.37313433,29.93103448,29.93103448275862,1.0
Jamal Murray,PG,DEN,18.62264150943396,0.2830188679245283,1.169811320754717,4.811320754716981,0.7735849056603774,3.1132075471698113,3.8867924528301887,1.7358490566037736,2.188679245283019,6.90566037735849,15.226415094339623,2.943396226415094,3.30188679245283,1.8679245283018868,5.415094339622642,0.4535316,0.89142857,0.34494774,32.62264151,32.62264150943396,1.0
Andre Drummond,C,CLE,17.660714285714285,1.6428571428571428,1.9107142857142858,2.6785714285714284,4.428571428571429,10.875,15.303571428571429,3.5,3.517857142857143,7.321428571428571,13.75,2.9285714285714284,5.089285714285714,0.08928571428571429,0.625,0.53246753,0.5754386,0.14285714,32.98214286,32.982142857142854,0.9821428571428571
DeMar DeRozan,SG,SAS,22.316666666666666,0.23333333333333334,1.0,5.466666666666667,0.6166666666666667,5.033333333333333,5.65,2.716666666666667,2.4,8.3,15.733333333333333,5.583333333333333,6.616666666666666,0.13333333333333333,0.5,0.52754237,0.84382872,0.26666667,34.3,34.3,1.0
Ben Simmons,PG,PHL,16.703703703703702,0.5925925925925926,2.1296296296296298,8.185185185185185,2.0,5.833333333333333,7.833333333333333,3.2037037037037037,3.5555555555555554,6.685185185185185,11.425925925925926,3.2962962962962963,5.2592592592592595,0.037037037037037035,0.1111111111111111,0.58508914,0.62676056,0.33333333,35.77777778,35.77777777777778,1.0
Khris Middleton,SF,MIL,21.072727272727274,0.12727272727272726,0.9272727272727272,4.090909090909091,0.7272727272727273,5.472727272727273,6.2,2.2181818181818183,2.0545454545454547,7.709090909090909,15.454545454545455,3.2363636363636363,3.5636363636363635,2.418181818181818,5.781818181818182,0.49882353,0.90816327,0.41823899,30.10909091,30.10909090909091,0.9454545454545454
Rudy Gobert,C,UTA,15.21311475409836,2.0,0.7377049180327869,1.5245901639344261,3.442622950819672,10.426229508196721,13.868852459016393,3.1311475409836067,1.9672131147540983,5.770491803278689,8.229508196721312,3.6721311475409837,5.918032786885246,0.0,0.0,0.70119522,0.62049861,0.0,34.62295082,34.622950819672134,1.0
Jrue Holiday,PG,MIL,19.563636363636363,0.8,1.6727272727272726,6.872727272727273,1.2727272727272727,3.6,4.872727272727273,2.272727272727273,2.8727272727272726,7.654545454545454,16.927272727272726,2.1636363636363636,3.090909090909091,2.090909090909091,5.8545454545454545,0.45220193,0.7,0.35714286,34.92727273,34.92727272727273,1.0
Deandre Ayton,C,PHO,19.0,1.7,0.7333333333333333,1.9,4.1,7.9,12.0,3.2333333333333334,2.3666666666666667,8.5,15.5,2.0,2.6,0.0,0.1,0.5483871,0.76923077,0.0,33.2,33.2,0.8333333333333334
Chris Paul,PG,PHO,17.682539682539684,0.14285714285714285,1.5555555555555556,6.761904761904762,0.3333333333333333,4.587301587301587,4.920634920634921,2.2063492063492065,2.1746031746031744,6.253968253968254,12.777777777777779,3.5714285714285716,3.9682539682539684,1.6031746031746033,4.428571428571429,0.48944099,0.9,0.36200717,31.76190476,31.761904761904763,1.0
